cid_id,cid_10,descritor_cid
9339,T276,CORROSAO DE OUTRAS PARTES DO TRATO RESPIRATORIO
9340,T277,"CORROSAO DO TRATO RESPIRATORIO, PARTE NE"
9341,T28,QUEIMADURA E CORROSAO DE OUTROS ORGAOS INTERNOS
9342,T280,QUEIMADURA DA BOCA E DA FARINGE
9343,T281,QUEIMADURA DO ESOFAGO
9344,T282,QUEIMADURA DE OUTRAS PARTES DO TRATO ALIMENTAR
9345,T283,QUEIMADURA DOS ORGAOS GENITURINARIOS INTERNOS
9346,T284,QUEIMADURA DE OUTROS ORGAOS INTERNOS E DOS NE
9347,T285,CORROSAO DA BOCA E FARINGE
9348,T286,CORROSAO DO ESOFAGO
9349,T287,CORROSAO DE OUTRAS PARTES DO TRATO ALIMENTAR
9350,T288,CORROSAO DE ORGAOS GENITURINARIOS INTERNOS
9351,T289,CORROSAO DE OUTROS ORGAOS INTERNOS E DOS NE
9352,T29,QUEIMADURAS E CORROSOES DE MULTIPLAS REGIOES DO CORPO
9353,T290,"QUEIMADURAS MULTIPLAS, GRAU NE"
9354,T291,"QUEIMADURAS MULTIPLAS, SEM MENCIONAR QUEIMADURA(S) ULTRAPASSANDO O PRIMEIRO GRAU"
9355,T292,"QUEIMADURAS MULTIPLAS, SEM MENCIONAR QUEIMADURA(S) ULTRAPASSANDO O SEGUNDO GRAU"
9356,T293,"QUEIMADURAS MULTIPLAS, MENCIONANDO AO MENOS UMA QUEIMADURA DE TERCEIRO GRAU"
9357,T294,"CORROSOES MULTIPLAS, GRAU NE"
9358,T295,"CORROSOES MULTIPLAS, SEM MENCIONAR CORROSAO(OES) ULTRAPASSANDO O PRIMEIRO GRAU"
9359,T296,"CORROSOES MULTIPLAS, SEM MENCIONAR CORROSAO(OES) ULTRAPASSANDO O SEGUNDO GRAU"
9360,T297,"CORROSOES MULTIPLAS, MENCIONADO AO MENOS UMA CORROSAO DE TERCEIRO GRAU"
9361,T30,"QUEIMADURA E CORROSAO, PARTE NE DO CORPO"
9362,T300,"QUEIMADURA, PARTE DO CORPO NE, GRAU NE"
9363,T301,"QUEIMADURA DE PRIMEIRO GRAU, PARTE DO CORPO NE"
9364,T302,"QUEIMADURA DE SEGUNDO GRAU, PARTE DO CORPO NE"
9365,T303,"QUEIMADURA DE TERCEIRO GRAU, PARTE DO CORPO NE"
9366,T304,"CORROSAO, PARTE DO CORPO NE, GRAU NE"
9367,T305,"CORROSAO DE PRIMEIRO GRAU, PARTE DO CORPO NE"
9368,T306,"CORROSAO DE SEGUNDO GRAU, PARTE DO CORPO NE"
9369,T307,"CORROSAO DE TERCEIRO GRAU, PARTE DO CORPO NE"
9370,T31,QUEIMADURAS CLASS. SEGUNDO A EXTENSAO DA SUPERFICIE CORPORAL ATINGIDA
9371,T310,QUEIMADURAS ENVOLVENDO MENOS DE 10% DA SUPERFICIE CORPORAL
9372,T311,QUEIMADURAS ENVOLVENDO DE 10 - 19% DA SUPERFICIE CORPORAL
9373,T312,QUEIMADURAS ENVOLVENDO DE 20 - 29% DA SUPERFICIE CORPORAL
9374,T313,QUEIMADURAS ENVOLVENDO DE 30 - 39% DA SUPERFICIE CORPORAL
9375,T314,QUEIMADURAS ENVOLVENDO DE 40 - 49% DA SUPERFICIE CORPORAL
9376,T315,QUEIMADURAS ENVOLVENDO DE 50 - 59% DA SUPERFICIE CORPORAL
9377,T316,QUEIMADURAS ENVOLVENDO DE 60 - 69% DA SUPERFICIE CORPORAL
9378,T317,QUEIMADURAS ENVOLVENDO DE 70 - 79% DA SUPERFICIE CORPORAL
9379,T318,QUEIMADURAS ENVOLVENDO DE 80 - 89% DA SUPERFICIE CORPORAL
9380,T319,QUEIMADURAS ENVOLVENDO 90% OU MAIS DA SUPERFICIE CORPORAL
9381,T32,CORROSOES CLASS. SEGUNDO A EXTENSAO DA SUPERFICIE CORPORAL ATINGIDA
9382,T320,CORROSOES ENVOLVENDO MENOS DE 10% DA SUPERFICIE CORPORAL
9383,T321,CORROSOES ENVOLVENDO 10 - 19% DA SUPERFICIE CORPORAL
9384,T322,CORROSOES ENVOLVENDO 20 - 29% DA SUPERFICIE CORPORAL
9385,T323,CORROSOES ENVOLVENDO 30 - 39% DA SUPERFICIE CORPORAL
9386,T324,CORROSOES ENVOLVENDO 40 - 49% DA SUPERFICIE CORPORAL
9387,T325,CORROSOES ENVOLVENDO 50 - 59% DA SUPERFICIE CORPORAL
9388,T326,CORROSOES ENVOLVENDO 60 - 69% DA SUPERFICIE CORPORAL
9389,T327,CORROSOES ENVOLVENDO 70 - 79% DA SUPERFICIE CORPORAL
9390,T328,CORROSOES ENVOLVENDO 80 - 89% DA SUPERFICIE CORPORAL
9391,T329,CORROSOES ENVOLVENDO 90% OU MAIS DA SUPERFICIE CORPORAL
9392,T33,GELADURA SUPERFICIAL
9393,T330,GELADURA SUPERFICIAL DA CABECA
9394,T331,GELADURA SUPERFICIAL DO PESCOCO
9395,T332,GELADURA SUPERFICIAL DO TORAX
9396,T333,"GELADURA SUPERFICIAL DA PAREDE ABDOMINAL, PARTE INFERIOR DO DORSO E DA PELVE"
9397,T334,GELADURA SUPERFICIAL DO BRACO
9398,T335,GELADURA SUPERFICAL DO PUNHO E DA MAO
9399,T336,GELADURA SUPERFICIAL DO QUADRIL E DA COXA
9400,T337,GELADURA SUPERFICIAL DO JOELHO E DA PERNA
9401,T338,GELADURA SUPERFICIAL DO TORNOZELO E DO PE
9402,T339,GELADURA SUPERFICIAL DE OUTROS LOCAIS E DE LOCAIS NE
9403,T34,GELADURA COM NECROSE DE TECIDOS
9404,T340,"GELADURA, COM NECROSE DE TECIDOS, DA CABECA"
9405,T341,"GELADURA, COM NECROSE DE TECIDOS, DO PESCOCO"
9406,T342,"GELADURA, COM NECROSE DE TECIDOS, DO TORAX"
9407,T343,"GELADURA, COM NECROSE DE TECIDOS, DA PAREDE ABDOMINAL, PARTE INFERIOR DO DORSO E"
9408,T344,"GELADURA, COM NECROSE DE TECIDOS, DO BRACO"
9409,T345,"GELADURA, COM NECROSE DE TECIDOS, DO PUNHO E DA MAO"
9410,T346,"GELADURA, COM NECROSE DE TECIDOS, DO QUADRIL E DA COXA"
9411,T347,"GELADURA, COM NECROSE DE TECIDOS, DO JOELHO E DA PERNA"
9412,T348,"GELADURA, COM NECROSE DE TECIDOS, DO TORNOZELO E DO PE"
9413,T349,"GELADURA, COM NECROSE DE TECIDOS, DE LOCALIZACAO NE"
9414,T35,GELADURA DE MULTIPLAS PARTES DO CORPO E DAS NE
9415,T350,GELADURA SUPERFICIAL ENVOLVENDO MULTIPLAS PARTES DO CORPO
9416,T351,"GELADURA, COM NECROSE DE TECIDOS, DE MULTIPLAS PARTES DO CORPO"
9417,T352,"GELADURA, DE GRAU NE, DA CABECA E DO PESCOCO"
9418,T353,"GELADURA, DE GRAU NE, DO TORAX, ABDOME, PARTE INFERIOR DO DORSO E DA PELVE"
9419,T354,"GELADURA, DE GRAU NE, DO MEMBRO SUPERIOR"
9420,T355,"GELADURA, DE GRAU NE, DO MEMBRO INFERIOR"
9421,T356,"GELADURA, DE GRAU NE, DE MULTIPLAS PARTES DO CORPO"
9422,T357,"GELADURA, DE GRAU NE, DE LOCALIZACAO NE"
9423,T36,INTOXICACAO POR ANTIBIOTICOS SISTEMICOS
9424,T360,INTOXICACAO POR PENICILINAS
9425,T361,INTOXICACAO POR CEFALOSPORINAS E OUTRAS BETALACTAMINAS
9426,T362,INTOXICACAO POR GRUPO DO CLORANFENICOL
9427,T363,INTOXICACAO POR MACROLIDIOS
9428,T364,INTOXICACAO POR TETRACICLINAS
9429,T365,INTOXICACAO POR AMINOGLICOSIDEOS
9430,T366,INTOXICACAO POR RIFAMICINAS
9431,T367,INTOXICACAO POR ANTIBIOTICOS ANTIFUNGICOS ADMINSITRADOS POR VIA SISTEMICA
9432,T368,INTOXICACAO POR OUTROS ANTIBIOTICOS SISTEMICOS
9433,T369,INTOXICACAO POR ANTIBIOTICOS SISTEMICOS NE
9434,T37,INTOXICACAO POR OUTRAS SUBST. ANTIINFECCIOSAS OU ANTIPARASITARIAS SISTEMICAS
9435,T370,INTOXICACAO POR SULFONAMIDAS
9436,T371,INTOXICACAO POR DROGAS ANTIMICOBACTERIANAS
9437,T372,INTOXICACAO POR ANTIMALARICOS E DROGAS QUE ATUAM SOBRE OUTROS PROTOZOARIOS DO SA
9438,T373,INTOXICACAO POR OUTROS MEDICAMENTOS ANTIPROTOZOARIOS
9439,T374,INTOXICACAO POR ANTI-HELMINTICOS
9440,T375,INTOXICACAO POR DROGAS ANTIVIRAIS
9441,T378,INTOXICACAO POR OUTROS AGENTES ANTIINFECCIOSOS E ANTIPARASITARIOS ESPECIFICADOS
9442,T379,INTOXICACAO POR AGENTES ANTIINFECCIOSOS E ANTIPARASITARIOS SISTEMICOS NE
9443,T38,"INTOXICACAO POR HORMONIOS, SEUS SUBSTITUTOS SINTETICOS E SEUS ANTAGONISTAS N.C"
9444,T380,INTOXICACAO POR GLICOCORTICOIDES E ANALOGOS SINTETICOS
9445,T381,INTOXICACAO POR HORMONIOS TIREOIDIANOS E SEUS DERIVADOS
9446,T382,INTOXICACAO POR MEDICAMENTOS ANTITIREOIDIANOS
9447,T383,INTOXICACAO POR INSULINA E DROGAS HIPOGLICEMIANTES ORAIS [ANTIDIABETICOS]
9448,T384,INTOXICACAO POR ANTICONCEPCIONAIS ORAIS
9449,T385,INTOXICACAO POR OUTROS ESTROGENOS E PROGESTAGENOS
9450,T386,"INTOXICACAO POR ANTIGONADOTROFINAS, ANTIESTROGENOS, ANTIANDROGENOS NAO CLASSIF. EM"
9451,T387,INTOXICACAO POR ANDROGENOS E ANABOLIZANTES CONGENERES
9452,T388,"INTOXICACAO POR OUTROS HORMONIOS E SUBSTITUTOS SINTETICOS, E OS NE"
9453,T389,"INTOXICACAO POR OUTROS ANTAGONISTAS HORMONAIS, E OS NE"
9454,T39,"INTOXICACAO POR ANALGESICOS, ANTIPIRETICOS E ANTI-REUMATICOS NAO-OPIACEOS"
9455,T390,INTOXICACAO POR SALICILATOS
9456,T391,INTOXICACAO POR DERIVADOS DO 4-AMINOFENOL
9457,T392,INTOXICACAO POR DERIVADOS PIRAZOLONICOS
9458,T393,INTOXICACAO POR OUTROS ANTIINFLAMATORIOS NAO ESTEROIDES
9459,T394,INTOXICACAO POR ANTI-REUMATICOS NAO CLASSIF. EM OUTRA PARTE
9460,T398,INTOXICACAO POR OUTROS ANALGESICOS NAO OPIACEOS E ANTIPIRETICOS NAO CLASSIF. EM OU
9461,T399,"ANALGESICO NAO-OPIACEO, ANTIPIRETICO E ANTI-REUMATICO, NE"
9462,T40,INTOXICACAO POR NARCOTICOS E PSICODISLEPTICOS [ALUCINOGENOS]
9463,T400,INTOXICACAO POR OPIO
9464,T401,INTOXICACAO POR HEROINA
9465,T402,INTOXICACAO POR OUTROS OPIACEOS
9466,T403,INTOXICACAO POR METADONA
9467,T404,INTOXICACAO POR OUTROS NARCOTICOS SINTETICOS
9468,T405,INTOXICACAO POR COCAINA
9469,T406,INTOXICACAO POR OUTROS NARCOTICOS E OS NE
9470,T407,INTOXICACAO POR CANNABIS (DERIVADOS)
9471,T408,INTOXICACAO POR LISERGIDA [LSD]
9472,T409,INTOXICACAO POR OUTROS PSICODISLEPTICOS E OS NE [ALUCINOGENOS]
9473,T41,INTOXICACAO POR ANESTESICOS E GASES TERAPEUTICOS
9474,T410,INTOXICACAO POR ANESTESICOS INALATORIOS
9475,T411,INTOXICACAO POR ANESTESICOS INTRAVENOSOS
9476,T412,INTOXICACAO POR OUTROS ANESTESICOS GERAIS E OS NE
9477,T413,INTOXICACAO POR ANESTESICOS LOCAIS
9478,T414,INTOXICACAO POR ANESTESICO NE
9479,T415,INTOXICACAO POR GASES TERAPEUTICOS
9480,T42,"INTOXICACAO POR ANTIEPILEPTICOS, SEDATIVOS-HIPNOTICOS E ANTIPARKINSONIANOS"
9481,T420,INTOXICACAO POR DERIVADOS DA HIDANTOINA
9482,T421,INTOXICACAO POR IMINOSTILBENOS
9483,T422,INTOXICACAO POR SUCCINIMIDAS E OXAZOLIDINADIONAS
9484,T423,INTOXICACAO POR BARBITURICOS
9485,T424,INTOXICACAO POR BENZODIAZEPINAS
9486,T425,"INTOXICACAO POR ANTIEPILETICOS EM ASSOCIACAO, NAO CLASSIF. EM OUTRA PARTE"
9487,T426,INTOXICACAO POR OUTRAS DROGAS ANTIEPILEPTICAS E SEDATIVOS-HIPNOTICOS
9488,T427,"INTOXICACAO POR DROGAS ANTIEPILEPTICOS, SEDATIVOS-HIPNOTICOS, NE"
9489,T428,INTOXICACAO POR DROGAS ANTIPARKINSONIANOS E OUTROS DEPRESSORES CENTRAIS DO TONUS
9490,T43,INTOXICACAO POR DROGAS PSICOTROPICAS NAO CLASS. EM OUTRA PARTE
9491,T430,INTOXICACAO POR ANTIDEPRESSIVOS TRICICLICOS E TETRACICLICOS
9492,T431,INTOXICACAO POR ANTIDEPRESSIVOS INIBIDORES DA MONOAMINOOXIDASE (MAO)
9493,T432,INTOXICACAO POR OUTROS ANTIDEPRESSIVOS E OS NE
9494,T433,INTOXICACAO POR ANTIPSICOTICOS E NEUROLEPTICOS DERIVADOS DA FENOTIAZINA
9495,T434,INTOXICACAO POR NEUROLEPTICOS DO TIPO BUTIROFENONA E TIOXANTENO
9496,T435,INTOXICACAO POR OUTROS ANTIPSICOTICOS E NEUROLEPTICOS E OS NE
9497,T436,INTOXICACAO POR PSICOESTIMULANTES QUE POTENCIALMENTE PODEM PROVOCAR DEPENDENCIA
9498,T438,INTOXICACAO POR OUTRAS DROGAS PSICOTROPICAS NAO CLASS. EM OUTRA PARTE
9499,T439,INTOXICACAO POR DROGA PSICOTROPICA NE
9500,T44,INTOXICACAO POR DROGAS QUE AFETAM PRINCIPALMENTE O SISTEMA NERVOSO AUTONOMO
9501,T440,INTOXICACAO POR AGENTES ANTICOLINESTERASE
9502,T441,INTOXICACAO POR OUTROS AGENTES PARASSIMPATICOMIMETICOS [COLINERGICOS]
9503,T442,INTOXICACAO POR BLOQUEADORES GANGLIONARES NAO CLASSIF. EM OUTRA PARTE
9504,T443,INTOXICACAO POR OUTROS PARASSIMPATICOLITICOS [ANTICOLINERGICOS E ANTIMUSCARINICO
9505,T444,INTOXICACAO POR AGONISTAS PRINCIPALMENTE ALFA-ADRENORRECEPTORES NAO CLASSIF. EM OU
9506,T445,INTOXICACAO POR AGONISTAS PRINCIPALMENTE BETA-ADRENORRECEPTORES NAO CLASSIF. EM OU
9507,T446,INTOXICACAO POR ANTAGONISTAS ALFA-ADRENORRECEPTORES NAO CLASSIF. EM OUTRA PARTE
9508,T447,INTOXICACAO POR ANTAGONISTAS BETA-ADRENORRECEPTORES NAO CLASSIF. EM OUTRA PARTE
9509,T448,"INTOXICACAO POR BLOQUEADORES NEURONAIS ADRENERGICOS E DE ACAO CENTRAL, NAO CLASSIF"
9510,T449,INTOXICACAO POR OUTRAS DROGAS QUE AFETAM PRINCIPALMENTE O SISTEMA NERVOSO AUTONO
9511,T45,INTOXICACAO POR SUBST. DE ACAO ESSENCIALMENTE SISTEMICA E SUBST. HEMATOLOGICAS
9512,T450,INTOXICACAO POR DROGAS ANTIALERGICAS E ANTIEMETICAS
9513,T451,INTOXICACAO POR DROGAS ANTINEOPLASICAS E IMUNOMUPRESSORAS
9514,T452,"INTOXICACAO POR VITAMINAS, NAO CLASS. EM OUTRA PARTE"
9515,T453,"INTOXICACAO POR ENZIMAS, NAO CLASS. EM OUTRA PARTE"
9516,T454,INTOXICACAO POR FERRO E SEUS COMPOSTOS
9517,T455,INTOXICACAO POR ANTICOAGULANTES
9518,T456,INTOXICACAO POR DROGAS QUE AFETAM A FIBRINOLISE
9519,T457,"INTOXICACAO POR ANTAGONISTAS DE ANTICOAGULANTES, VITAMINA K E DE OUTROS FATORES"
9520,T458,INTOXICACAO POR OUTRAS SUBSTANCIAS PRIMARIAMENTE SISTEMICAS E HEMATOLOGICAS
9521,T459,INTOXICACAO POR SUBSTANCIA ESSENCIALMENTE SISTEMICA E HEMATOLOGICA NE
9522,T46,INTOXICACAO POR SUBST. QUE ATUAM PRIMARIAMENTE SOBRE O APARELHO CIRCULATORIO
9523,T460,INTOXICACAO POR GLICOSIDEOS ESTIMULANTES DO CORACAO E SUBSTANCIAS DE ACAO SEMELH
9524,T461,INTOXICACAO POR BLOQUEADORES DOS CANAIS DE CALCIO
9525,T462,INTOXICACAO POR OUTRAS DROGAS ANTIDISRITMICAS NAO CLASS. EM OUTRA PARTE
9526,T463,"INTOXICACAO POR VASODILATADORES CORONARIANOS, NAO CLASSIF. EM OUTRA PARTE"
9527,T464,INTOXICACAO POR INIBIDORES DA ENZIMA DE CONVERSAO DA ANGIOTENSINA
9528,T465,INTOXICACAO POR OUTRAS DROGAS ANTI-HERPERTENSIVAS NAO CLASS. EM OUTRA PARTE
9529,T466,INTOXICACAO POR DROGAS ANTIHIPERLIPEMICAS E ANTIARTERIOSCLEROTICAS
9530,T467,INTOXICACAO POR VASODILATADORES PERIFERICOS
9531,T468,"INTOXICACAO POR DROGAS ANTIVARICOSAS, INCLUINDO SUBSTANCIAS ESCLEROSANTES"
9532,T469,INTOXICACAO POR OUTRAS SUBSTANCIAS E AS NE QUE AGEM ESSENCIALMENTE SOBRE O
9533,T47,INTOXICACAO POR SUBST. QUE ATUAM PRIMARIAMENTE SOBRE O APARELHO GASTROINTESTIN
9534,T470,INTOXICACAO POR ANTAGONISTAS DOS RECEPTORES H2 DA HISTAMINA
9535,T471,INTOXICACAO POR OUTROS ANTIACIDOS E DROGAS QUE INIBEM A SECRECAO GASTRICA
9536,T472,INTOXICACAO POR LAXATIVOS ESTIMULANTES
9537,T473,INTOXICACAO POR LAXATIVOS SALINOS E OSMOTICOS
9538,T474,INTOXICACAO POR OUTROS LAXATIVOS
9539,T475,INTOXICACAO POR DIGESTIVOS
9540,T476,INTOXICACAO POR DROGAS ANTIDIARREICAS
9541,T477,INTOXICACAO POR EMETICOS
9542,T478,INTOXICACAO POR OUTRAS SUBSTANCIAS QUE ATUAM PRIMARIAMENTE SOBRE O APARELHO GAST
9543,T479,INTOXICACAO POR SUBSTANCIA NE QUE ATUA PRIMARIAMENTE SOBRE O APARELHO GAST
9544,T48,INTOXICACAO POR SUBST. QUE ATUAM PRIMARIAMENTE SOBRE OS MOSCULOS LISOS E ESQUE
9545,T480,INTOXICACAO POR DROGAS OCITOCICAS
9546,T481,INTOXICACAO POR RELAXANTES MUSCULARES ESQUELETICOS [BLOQUEADORES NEUROMUSCULARES
9547,T482,INTOXICACAO POR OUTRAS SUBSTANCIAS E AS NE QUE ATUAM SOBRE OS MUSCULOS
9548,T483,INTOXICACAO POR ANTITUSSIGENOS
9549,T484,INTOXICACAO POR EXPECTORANTES
9550,T485,INTOXICACAO POR DROGAS ANTI-RESFRIADO
9551,T486,INTOXICACAO POR ANTIASMATICOS NAO CLASSIF. EM OUTRA PARTE
9552,T487,INTOXICACAO POR OUTRAS SUBSTANCIAS E AS NE QUE ATUAM PRIMARIAMENTE SOBRE O
9553,T49,INTOX. POR SUBST. DE USO TOPICO/MEDICAM.DE OTORRINO/ODONTO
9554,T490,"INTOXICACAO POR ANTIFUNGICOS, ANTIINFECCIOSOS E ANTIINFLAMATORIOS DE USO TOPICO,"
9555,T491,INTOXICACAO POR ANTIPRURIGINOSOS
9556,T492,INTOXICACAO POR ADSTRINGENTES E DETERGENTES DE USO LOCAL
9557,T493,"INTOXICACAO POR EMOLIENTES, DEMULCENTES E PROTETORES"
9558,T494,"INTOXICACAO POR CERATOLITICOS, CERATOPLASTICOS E OUTRAS DROGAS E PREPARADOS PARA"
9559,T495,INTOXICACAO POR DROGAS E PREPARACOES DE USO OFTALMOLOGICO
9560,T496,INTOXICACAO POR DROGAS E PREPARACOES DE USO OTORRINOLARINGOLOGICO
9561,T497,INTOXICACAO POR DROGAS DENTARIAS DE USO TOPICO
9562,T498,INTOXICACAO POR OUTRAS DROGAS DE USO TOPICO
9563,T499,"INTOXICACAO POR PREPARADO DE USO TOPICO, NE"
9564,T50,"INTOXICACAO POR DIURETICOS E OUTRAS DROGAS, MEDICAMENTOS E SUBST. BIOLOGICAS E"
9565,T500,INTOXICACAO POR MINERALOCORTICOIDES E SEUS ANTAGONISTAS
9566,T501,INTOXICACAO POR DIURETICOS DE ALCA
9567,T502,"INTOXICACAO POR INIBIDORES DA ANIDRASE CARBONICA, BENZOTIAZIDAS E OUTROS DIURETI"
9568,T503,"INTOXICACAO POR PRODUTOS QUE AGEM SOBRE O EQUILIBRIO ELETROLITICO, CALORICO E HI"
9569,T504,INTOXICACAO POR DROGAS QUE AGEM SOBRE O METABOLISMO DO ACIDO URICO
9570,T505,INTOXICACAO POR INIBIDORES DO APETITE
9571,T506,INTOXICACAO POR ANTIDOTOS E QUELANTES NAO CLASSIF. EM OUTRA PARTE
9572,T507,INTOXICACAO POR ANALEPTICOS E ANTAGONISTAS DOS RECEPTORES DE OPIACEOS
9573,T508,INTOXICACAO POR AGENTES DE DIAGNOSTICO
9574,T509,"INTOXICACAO POR OUTRAS DROGAS, MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NE"
9575,T51,EFEITO TOXICO DO ALCOOL
9576,T510,EFEITO TOXICO DO ETANOL
9577,T511,EFEITO TOXICO DO METANOL
9578,T512,EFEITO TOXICO DO 2-PROPANOL
9579,T513,EFEITO TOXICO DO OLEO DE FUSEL
9580,T518,EFEITO TOXICO DE OUTROS ALCOOIS
9581,T519,EFEITO TOXICO DE ALCOOL NE
9582,T52,EFEITO TOXICO DE SOLVENTES ORGANICOS
9583,T520,EFEITO TOXICO DE DERIVADOS DO PETROLEO
9584,T521,EFEITO TOXICO DO BENZENO
9585,T522,EFEITO TOXICO DE HOMOLOGOS DO BENZENO
9586,T523,EFEITO TOXICO DE GLICOIS
9587,T524,EFEITO TOXICO DE CETONAS
9588,T528,EFEITO TOXICO DE OUTROS SOLVENTES ORGANICOS
9589,T529,EFEITO TOXICO DE SOLVENTE ORGANICO NE
9590,T53,EFEITO TOXICO DE DERIVADOS HALOGENICOS DE HIDROCARBONETOS ALIFATICOS E AROMATI
9591,T530,EFEITO TOXICO DO TETRACLORETO DE CARBONO
9592,T531,EFEITO TOXICO DO CLOROFORMIO
9593,T532,EFEITO TOXICO DO TRICLOROETILENO
9594,T533,EFEITO TOXICO DO TETRACLOROETILENO
9595,T534,EFEITO TOXICO DO DICLOROMETANO
9596,T535,EFEITO TOXICO DO CLOROFLUORCARBONO
9597,T536,EFEITO TOXICO DE OUTROS DERIVADOS HALOGENICOS DE HIDROCARBONETOS ALIFATICOS
9598,T537,EFEITO TOXICO DE DERIVADOS HALOGENICOS DE HIDROCARBONETOS AROMATICOS
9599,T539,EFEITO TOXICO DE DERIVADOS HALOGENICOS DE HIDROCARBONETOS ALIFATICOS E AROMATICO
9600,T54,EFEITO TOXICO DE CORROSIVOS
9601,T540,EFEITO TOXICO DO FENOL E HOMOLOGOS DO FENOL
9602,T541,EFEITO TOXICO DE OUTROS COMPOSTOS CORROSIVOS ORGANICOS
9603,T542,EFEITO TOXICO DE ACIDOS CORROSIVOS E SUBSTANCIAS SEMELHANTES
9604,T543,EFEITO TOXICO DE BASES (ALCALIS) CAUSTICAS(OS) E SUBSTANCIAS SEMELHANTES
9605,T549,EFEITO TOXICO DE SUBSTANCIA CORROSIVA NE
9606,T55,EFEITO TOXICO DE SABOES E DETERGENTES
9607,T56,EFEITO TOXICO DE METAIS
9608,T560,EFEITO TOXICO DO CHUMBO E SEUS COMPOSTOS
9609,T561,EFEITO TOXICO DO MERCURIO E SEUS COMPOSTOS
9610,T562,EFEITO TOXICO DO CROMO E SEUS COMPOSTOS
9611,T563,EFEITO TOXICO DO CADMIO E SEUS COMPOSTOS
9612,T564,EFEITO TOXICO DO COBRE E SEUS COMPOSTOS
9613,T565,EFEITO TOXICO DO ZINCO E SEUS COMPOSTOS
9614,T566,EFEITO TOXICO DO ESTANHO E SEUS COMPOSTOS
9615,T567,EFEITO TOXICO DO BERILO E SEUS COMPOSTOS
9616,T568,EFEITO TOXICO DE OUTROS METAIS
9617,T569,"EFEITO TOXICO DE METAL, NE"
9618,T57,EFEITO TOXICO DE OUTRAS SUBST. INORGANICAS
9619,T570,EFEITO TOXICO DO ARSENICO E SEUS COMPOSTOS
9620,T571,EFEITO TOXICO DO FOSFORO E SEUS COMPOSTOS
9621,T572,EFEITO TOXICO DO MANGANES E SEUS COMPOSTOS
9622,T573,EFEITO TOXICO DO CIANETO DE HIDROGENIO (ACIDO CIANIDRICO)
9623,T578,EFEITO TOXICO DE OUTRAS SUBSTANCIAS INORGANICAS ESPECIFICADAS
9624,T579,EFEITO TOXICO DE SUBSTANCIA INORGANICA NE
9625,T58,EFEITO TOXICO DO MONOXIDO DE CARBONO
9626,T58+,PARKISONISMO INDUZIDO POR MONOXIDO DE CARBONO
9627,T59,"EFEITO TOXICO DE OUTROS GASES, FUMOS E VAPORES"
9628,T590,OXIDOS DE NITROGENIO
9629,T591,EFEITO TOXICO DO DIOXIDO DE ENXOFRE
9630,T592,EFEITO TOXICO DE FORMALDEIDO
9631,T593,EFEITO TOXICO DE GAS LACRIMOGENIO
9632,T594,EFEITO TOXICO DO CLORO GASOSO
9633,T595,EFEITO TOXICO DE FLURETO GASOSO E ACIDO FLUORIDRICO
9634,T596,EFEITO TOXICO DO ACIDO SULFIDRICO
9635,T597,EFEITO TOXICO DO DIOXIDO DE CARBONO
9636,T598,"EFEITO TOXICO DE OUTROS GASES, FUMACAS E VAPORES ESPECIFICADOS"
9637,T599,"EFEITO TOXICO DE GASES, FUMACAS E VAPORES NE"
9638,T60,EFEITO TOXICO DE PESTICIDAS
9639,T600,EFEITO TOXICO DE INSETICIDAS ORGANOFOSFORADOS E CARBAMATOS
9640,T601,EFEITO TOXICO DE INSETICIDAS HALOGENADOS
9641,T602,EFEITO TOXICO DE OUTROS INSETICIDAS
9642,T603,EFEITO TOXICO DE HERBICIDAS E FUNGICIDAS
9643,T604,EFEITO TOXICO DE RODENTICIDAS
9644,T608,EFEITO TOXICO DE OUTROS PESTICIDAS
9645,T609,EFEITO TOXICO DE PESTICIDA NE
9646,T61,EFEITO TOXICO DE SUBST. NOCIVAS CONSUMIDAS COMO FRUTO DO MAR
9647,T610,INTOXICACAO PELO PEIXE CIGUATERA
9648,T611,INTOXICACAO POR PEIXES ESCOMBRIDEOS
9649,T612,OUTRAS INTOXICACOES POR PEIXES E MARISCOS
9650,T618,EFEITO TOXICO DE OUTROS FRUTOS DO MAR
9651,T619,EFEITO TOXICO DE FRUTOS DO MAR NE
9652,T62,EFEITO TOXICO DE OUTRAS SUBST. NOCIVAS INGERIDAS COMO ALIMENTO
9653,T620,EFEITO TOXICO DA INGESTAO DE COGUMELOS
9654,T621,EFEITO TOXICO DA INGESTAO DE FRUTOS
9655,T622,EFEITO TOXICO DA INGESTAO DE OUTRAS (PARTES DE) PLANTAS
9656,T628,EFEITO TOXICO DE OUTRAS SUBSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTO
9657,T629,"EFEITO TOXICO DE SUBSTANCIAS NOCIVAS INGERIDAS COMO ALIMENTO, NE"
9658,T63,EFEITO TOXICO DE CONTATO COM ANIMAIS VENENOSOS
9659,T630,EFEITO TOXICO DO VENENO DE SERPENTE
9660,T631,EFEITO TOXICO DO VENENO DE OUTROS REPTEIS
9661,T632,EFEITO TOXICO DO VENENO DE ESCORPIAO
9662,T633,EFEITO TOXICO DO VENENO DE ARANHA
9663,T634,EFEITO TOXICO DO VENENO DE OUTROS ARTROPODES
9664,T635,EFEITO TOXICO DE CONTATO COM PEIXE
