cid_10,descritor_cid
V549,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE
V55,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU V
V550,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM
V551,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM
V552,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM
V553,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM
V554,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM
V555,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM
V556,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM
V557,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM
V559,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM
V56,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTO
V560,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZAD
V561,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZAD
V562,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZAD
V563,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZAD
V564,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZAD
V565,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZAD
V566,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZAD
V567,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZAD
V569,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZAD
V57,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARA
V570,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO
V571,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO
V572,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO
V573,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO
V574,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO
V575,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO
V576,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO
V577,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO
V579,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO
V58,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM UM ACIDENTE DE TRANSP. SEM COLISAO
V580,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM ACIDENTE DE TRANSPORTE SEM COLISAO -
V581,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM ACIDENTE DE TRANSPORTE SEM COLISAO -
V582,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM ACIDENTE DE TRANSPORTE SEM COLISAO -
V583,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM ACIDENTE DE TRANSPORTE SEM COLISAO -
V584,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM ACIDENTE DE TRANSPORTE SEM COLISAO -
V585,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM ACIDENTE DE TRANSPORTE SEM COLISAO -
V586,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM ACIDENTE DE TRANSPORTE SEM COLISAO -
V587,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM ACIDENTE DE TRANSPORTE SEM COLISAO -
V589,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM ACIDENTE DE TRANSPORTE SEM COLISAO -
V59,OCUPANTE DE UMA CAMINHONETE TRAUMATIZADO EM OUTROS ACIDENTES DE TRANSP. E EM A
V590,CONDUTOR [MOTORISTA] TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS
V591,PASSAGEIRO TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS NE
V592,OCUPANTE NE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS
V593,OCUPANTE [QUALQUER] DE UMA CAMINHONETE TRAUMATIZADO EM UM ACIDENTE NE E NA
V594,CONDUTOR [MOTORISTA] TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS
V595,PASSAGEIRO DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM
V596,OCUPANTE NE DE UMA CAMINHONETE TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS
V598,OCUPANTE [QUALQUER] DE UMA CAMINHONETE TRAUMATIZADO EM OUTROS ACIDENTES DE TRANS
V599,OCUPANTE [QUALQUER] DE UMA CAMINHONETE TRAUMATIZADO EM UM ACIDENTE DE TRANSITO N
V60,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM PEDESTRE OU ANIMAL
V600,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM PEDESTRE OU ANIMAL
V601,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM PEDESTRE OU ANIMAL
V602,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM PEDESTRE OU ANIMAL
V603,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM PEDESTRE OU ANIMAL
V604,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM PEDESTRE OU ANIMAL
V605,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM PEDESTRE OU ANIMAL
V606,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM PEDESTRE OU ANIMAL
V607,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM PEDESTRE OU ANIMAL
V609,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM PEDESTRE OU ANIMAL
V61,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
V610,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
V611,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
V612,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
V613,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
V614,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
V615,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
V616,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
V617,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
V619,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
V62,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM VEICULO A
V620,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V621,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V622,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V623,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V624,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V625,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V626,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V627,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V629,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V63,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM UM AUTOMO
V630,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM AUTOM
V631,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM AUTOM
V632,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM AUTOM
V633,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM AUTOM
V634,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM AUTOM
V635,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM AUTOM
V636,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM AUTOM
V637,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM AUTOM
V639,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM AUTOM
V64,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM UM OUTRO
V640,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM OUTRO VE
V641,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM OUTRO VE
V642,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM OUTRO VE
V643,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM OUTRO VE
V644,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM OUTRO VE
V645,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM OUTRO VE
V646,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM OUTRO VE
V647,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM OUTRO VE
V649,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM OUTRO VE
V65,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM UM TREM [
V650,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM TREM
V651,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM TREM
V652,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM TREM
V653,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM TREM
V654,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM TREM
V655,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM TREM
V656,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM TREM
V657,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM TREM
V659,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM TREM
V66,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM UM OUTRO
V660,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V661,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V662,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V663,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V664,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V665,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V666,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V667,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V669,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM VEICU
V67,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM COLISAO COM UM OBJETO
V670,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM OBJET
V671,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM OBJET
V672,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM OBJET
V673,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM OBJET
V674,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM OBJET
V675,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM OBJET
V676,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM OBJET
V677,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM OBJET
V679,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM UM OBJET
V68,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANSP
V680,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANS
V681,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANS
V682,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANS
V683,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANS
V684,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANS
V685,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANS
V686,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANS
V687,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANS
V689,OCUPANTE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANS
V69,OCUPANTE DE UM VEICULO DE TRANSP. PESADO TRAUMATIZADO EM OUTROS ACIDENTES DE T
V690,CONDUTOR [MOTORISTA] TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS
V691,PASSAGEIRO TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS NE
V692,OCUPANTE NE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM
V693,OCUPANTE [QUALQUER] DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDEN
V694,CONDUTOR [MOTORISTA] TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS
V695,PASSAGEIRO TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS NE
V696,OCUPANTE NE DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM COLISAO COM
V698,OCUPANTE [QUALQUER] DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM OUTROS AC
V699,OCUPANTE [QUALQUER] DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDEN
V70,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL
V700,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - CON
V701,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - PAS
V702,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - PES
V703,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - OCU
V704,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - PES
V705,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - CON
V706,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - PAS
V707,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - PES
V709,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - OCU
V71,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM VEICULO A PEDAL
V710,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - CONDUTOR
V711,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - PASSAGEIR
V712,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - PESSOA VI
V713,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - OCUPANTE
V714,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - PESSOA AO
V715,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - CONDUTOR
V716,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - PASSAGEIR
V717,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - PESSOA VI
V719,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - OCUPANTE
V72,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM OUTRO VEICULO A MOTOR DE
V720,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU
V721,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU
V722,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU
V723,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU
V724,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU
V725,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU
V726,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU
V727,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU
V729,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO A MOTOR DE DUAS OU
V73,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL  OU UMA CAMINHO
V730,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO] OU UMA CA
V731,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO] OU UMA CA
V732,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO] OU UMA CA
V733,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO] OU UMA CA
V734,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO] OU UMA CA
V735,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO] OU UMA CA
V736,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO] OU UMA CA
V737,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO] OU UMA CA
V739,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO] OU UMA CA
V74,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM VEICULO DE TRANSP. PESADO OU
V740,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESAD
V741,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESAD
V742,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESAD
V743,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESAD
V744,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESAD
V745,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESAD
V746,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESAD
V747,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESAD
V749,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESAD
V75,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEIC
V750,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICUL
V751,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICUL
V752,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICUL
V753,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICUL
V754,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICUL
V755,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICUL
V756,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICUL
V757,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICUL
V759,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICUL
V76,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO
V760,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZADO - CO
V761,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZADO - PA
V762,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZADO - PE
V763,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZADO - OC
V764,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZADO - PE
V765,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZADO - CO
V766,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZADO - PA
V767,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZADO - PE
V769,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM VEICULO NAO-MOTORIZADO - OC
V77,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO
V770,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - CON
V771,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - PAS
V772,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - PES
V773,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - OCU
V774,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - PES
V775,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - CON
V776,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - PAS
V777,OCUPANTE DE UM ONIBUS TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - PES
